name,x,y,z,theta_rad1,theta_rad2,theta_rad3
2011_10_03_drive_0042_sync_0000000465,-0.46,0,0.35,3.54,0.86,-3.74
2011_10_03_drive_0027_sync_0000000284,0,0,0,0,3.13,0
2011_10_03_drive_0027_sync_0000001726,0.31,0,0.21,-4.03,-1.18,2.52
2011_09_26_drive_0084_sync_0000000306,0,0.34,0,0,0,2.7
2011_09_26_drive_0039_sync_0000000193,0,0.35,0,0,0,0
2011_09_26_drive_0101_sync_0000000369,0.14,0,-0.47,4.69,-3.13,3.68
2011_10_03_drive_0027_sync_0000000629,-0.41,0.2,-0.15,0,-2.09,2.23
2011_09_26_drive_0023_sync_0000000245,-0.2,-0.46,0,0,0,1.91
2011_10_03_drive_0047_sync_0000000189,-0.1,-0.15,-0.49,-1.4,-2.7,0
2011_09_26_drive_0064_sync_0000000385,0,0,-0.31,0,0,0
2011_09_26_drive_0091_sync_0000000012,0,0.46,0.5,-1.82,-1.39,2.72
2011_09_26_drive_0011_sync_0000000118,0,-0.3,0,4.11,3.02,0
2011_09_26_drive_0036_sync_0000000651,-0.29,0.41,-0.27,0,-4.25,0
2011_09_26_drive_0017_sync_0000000018,0.22,-0.2,-0.24,0,-1.58,-1.28
2011_09_26_drive_0036_sync_0000000096,0.17,0,0.49,1.68,0,0
2011_09_26_drive_0084_sync_0000000335,0.4,0.46,0,-4.1,0,0
2011_09_26_drive_0101_sync_0000000440,0,0,-0.19,3.24,4.28,-2.55
2011_09_26_drive_0051_sync_0000000016,0,0,0,1.21,-1.14,0
2011_09_26_drive_0014_sync_0000000164,0,0.12,0,1.24,0,0
2011_09_26_drive_0028_sync_0000000425,0,0,0.41,-4.16,0,0
2011_09_26_drive_0015_sync_0000000096,0.23,-0.14,0.18,0,-1.6,-1.25
2011_09_26_drive_0104_sync_0000000095,0.31,0.35,0.21,-1.27,-4.29,0
2011_10_03_drive_0027_sync_0000003447,0,0,0.3,-4.16,0,0
2011_10_03_drive_0027_sync_0000002511,0,0,0.12,0,0,0
2011_09_26_drive_0014_sync_0000000028,0,0,0,0,0,3.57
2011_09_26_drive_0014_sync_0000000240,0,-0.16,-0.36,2.55,0,0
2011_10_03_drive_0027_sync_0000001338,-0.27,0.11,-0.13,0,-2.91,1.61
2011_09_26_drive_0113_sync_0000000070,-0.33,0.34,0,0,0,4.61
2011_09_26_drive_0057_sync_0000000291,0,-0.47,0,-1.97,0,0.81
2011_09_26_drive_0084_sync_0000000014,0,-0.1,0,-4.38,-1.48,3.76
2011_09_26_drive_0095_sync_0000000152,0,0,0,-4.11,-1.4,0
2011_10_03_drive_0042_sync_0000000072,-0.11,-0.25,0.39,0,0,0
2011_09_26_drive_0087_sync_0000000046,0,0,0,0,0,-3.7
2011_10_03_drive_0027_sync_0000003391,0,0,-0.31,0,0,0
2011_10_03_drive_0027_sync_0000001947,-0.27,0,0,0,0,0
2011_10_03_drive_0027_sync_0000001739,-0.31,-0.13,0,3.13,2.73,2.49
2011_09_26_drive_0096_sync_0000000326,0.26,-0.46,0,0,0,0
2011_09_26_drive_0093_sync_0000000410,-0.42,0,0,0,0,0
2011_09_26_drive_0087_sync_0000000041,-0.37,0,0,0,0,0
2011_09_26_drive_0057_sync_0000000274,0.44,0.17,0,-2.63,0,-2.49
2011_09_26_drive_0101_sync_0000000431,0,0,0,-2.92,0,0
2011_09_26_drive_0036_sync_0000000105,-0.2,0,-0.48,2.37,0,-3.16
2011_09_26_drive_0022_sync_0000000148,0,0,0,0,3.61,0
2011_09_26_drive_0036_sync_0000000037,0,0.39,0,0,0,0
2011_09_26_drive_0061_sync_0000000264,0.28,0,0,0,0,0
2011_09_26_drive_0084_sync_0000000115,0.47,-0.4,0,3.86,-3.54,0
2011_09_26_drive_0095_sync_0000000199,0.24,0,-0.38,-3.51,0.54,-3.81
2011_09_26_drive_0061_sync_0000000072,-0.37,-0.33,0,4.38,1.55,3.43
2011_09_26_drive_0059_sync_0000000358,-0.16,0.18,0.33,1.74,-2.82,0
2011_09_26_drive_0036_sync_0000000672,-0.35,0,0,0,-1.07,-2.62
2011_09_26_drive_0020_sync_0000000054,0.5,0,-0.49,0,0,-0.84
2011_09_26_drive_0086_sync_0000000139,0.2,-0.21,0.32,0,-1.89,-4.97
2011_10_03_drive_0027_sync_0000003354,0,0,0,3.01,0,3.3
2011_10_03_drive_0047_sync_0000000086,0,0,0,-4.61,0,0
2011_09_26_drive_0059_sync_0000000279,0.13,0.32,0,1.78,2.35,3.24
2011_09_26_drive_0061_sync_0000000051,0,0.33,0,0,-0.98,2.05
2011_09_26_drive_0086_sync_0000000298,0,-0.45,0,0,0,1.7
2011_09_26_drive_0018_sync_0000000066,0,0,-0.39,0,-1.35,0
2011_10_03_drive_0027_sync_0000004311,0,0.16,-0.49,4.01,0,0
2011_09_26_drive_0101_sync_0000000902,0,0.19,-0.1,-0.87,0,3.43
2011_09_26_drive_0061_sync_0000000286,0,0,-0.3,0,0,-3.49
2011_10_03_drive_0042_sync_0000000505,0.37,0,-0.32,0,0,-0.66
2011_10_03_drive_0047_sync_0000000393,0,0,-0.26,-4.36,-3.11,0
2011_10_03_drive_0027_sync_0000003396,0,0,0.32,0,0,0
2011_09_26_drive_0064_sync_0000000503,0,0,-0.17,4.96,4.14,2.85
2011_10_03_drive_0027_sync_0000004001,0.45,0.28,0,0,4.91,0
2011_09_26_drive_0064_sync_0000000154,0,-0.48,0,0,0,0
2011_09_26_drive_0019_sync_0000000031,0.42,-0.47,0.44,4.84,0,4.59
2011_09_26_drive_0084_sync_0000000019,-0.42,-0.48,0.47,4.92,-4.63,0
2011_09_26_drive_0015_sync_0000000237,0,0.15,0.37,-4.2,0,0
2011_10_03_drive_0027_sync_0000004352,-0.34,0.22,0.46,0,-1.82,4.64
2011_10_03_drive_0047_sync_0000000633,0.47,0,0,0,0,0
2011_09_26_drive_0086_sync_0000000029,-0.39,0,0.46,0,0,4.31
2011_10_03_drive_0042_sync_0000000912,-0.38,0,0.33,0,-1.14,-3.37
2011_09_26_drive_0017_sync_0000000042,-0.49,0,-0.32,2.77,4.73,2.75
2011_09_26_drive_0093_sync_0000000184,0,0,0,0,0,-2.49
2011_09_26_drive_0084_sync_0000000145,0.5,-0.39,-0.32,0,-4.03,0
2011_09_26_drive_0061_sync_0000000046,0,0,0,-4.95,0,0
2011_10_03_drive_0027_sync_0000001569,0,0.25,0.43,2.95,2.8,-4.53
2011_09_26_drive_0028_sync_0000000079,0,0,0,-1.97,-4.61,0
2011_09_26_drive_0029_sync_0000000041,0,0,-0.44,0,0,0
2011_10_03_drive_0027_sync_0000004393,0.11,-0.38,-0.37,0,0,0
2011_10_03_drive_0047_sync_0000000385,0,0,-0.26,0,0,0
2011_10_03_drive_0042_sync_0000000751,0,0.5,-0.14,4.22,1.34,0
2011_10_03_drive_0047_sync_0000000084,0.11,0,0,4.89,0,4.21
2011_09_26_drive_0057_sync_0000000321,-0.44,-0.13,0,-1.83,0,0
2011_10_03_drive_0042_sync_0000000563,0,0.13,0,0,0,-1.2
2011_09_26_drive_0032_sync_0000000246,-0.31,-0.4,0.43,0,0,0
2011_09_26_drive_0061_sync_0000000050,0,0,0,0,0,3.25
2011_09_26_drive_0032_sync_0000000170,0,0,0,0,-2.16,0
2011_09_26_drive_0101_sync_0000000508,0,-0.22,0,2.2,-4.85,-1.23
2011_09_26_drive_0064_sync_0000000402,0,-0.26,0,0,0,0
2011_09_26_drive_0091_sync_0000000148,0,-0.14,-0.4,2.97,0,-1.44
2011_09_26_drive_0028_sync_0000000424,0.47,-0.5,-0.15,2.46,0,4.54
2011_09_26_drive_0086_sync_0000000369,0,-0.18,0,0,0,0
2011_09_26_drive_0032_sync_0000000144,0,0.19,0,2.8,1.86,0
2011_10_03_drive_0027_sync_0000003429,0.24,0,0,0,-3.49,0
2011_10_03_drive_0027_sync_0000003696,0,-0.14,0,0,0,0
2011_09_26_drive_0070_sync_0000000304,-0.17,0.21,0.14,0,4.43,-2.74
2011_09_26_drive_0032_sync_0000000205,0,0,0,3.03,0,0
2011_10_03_drive_0027_sync_0000000036,0.31,0,0,0,0,0
2011_09_26_drive_0032_sync_0000000087,0,0,0,0,0,-2.57
2011_09_26_drive_0036_sync_0000000014,0.19,0,0,0,0,0
2011_09_26_drive_0036_sync_0000000017,0.35,0.24,-0.1,2.27,1.63,0
2011_10_03_drive_0027_sync_0000001106,0,-0.34,0.26,-1.27,0,0
2011_09_26_drive_0039_sync_0000000374,0,0.13,0,-4.5,0,0
2011_09_26_drive_0087_sync_0000000193,-0.45,0.35,0,0,3.21,2.44
2011_09_26_drive_0091_sync_0000000280,0.13,0,-0.4,0,0,0
2011_09_26_drive_0056_sync_0000000245,0,0,0,0,2.24,0
2011_10_03_drive_0027_sync_0000001444,-0.12,-0.16,0,0.59,0,0
2011_09_26_drive_0086_sync_0000000036,0,-0.37,-0.33,4.59,0,1.54
2011_09_26_drive_0022_sync_0000000696,-0.36,-0.27,0.4,0,0,4.9
2011_09_26_drive_0101_sync_0000000357,0,0.25,0,-4.39,-3.97,0
2011_09_26_drive_0104_sync_0000000145,0,0.14,0,0,-1.52,2.91
2011_10_03_drive_0042_sync_0000000528,0,0,0,0,4.68,0
2011_09_26_drive_0036_sync_0000000213,0,0.29,-0.27,0.88,-2.98,1.7
2011_09_26_drive_0015_sync_0000000124,0,-0.37,-0.38,-3.52,-3.56,-4.46
2011_10_03_drive_0027_sync_0000001227,-0.16,0.16,0,0.79,-0.53,0
2011_09_26_drive_0059_sync_0000000304,0,0,0.24,3.07,2.79,0
2011_10_03_drive_0027_sync_0000002718,-0.33,0.43,0,3.81,0,-4.27
2011_10_03_drive_0047_sync_0000000530,0,0,0,-4.06,0,0
2011_09_26_drive_0064_sync_0000000252,0,0,-0.21,0,-1.13,-2.35
2011_09_26_drive_0096_sync_0000000144,-0.3,0,0,0,0,-4.12
2011_10_03_drive_0027_sync_0000001964,0,0.27,0,-2.97,-2.39,0
2011_09_26_drive_0056_sync_0000000206,0,0.16,0,0,4.51,0
2011_09_26_drive_0028_sync_0000000133,0,0.42,0,2.18,-1.64,-2.89
2011_09_26_drive_0059_sync_0000000270,-0.16,0,-0.49,-3.22,2.33,0
2011_10_03_drive_0027_sync_0000002883,0.37,0.14,0.3,-3.87,0,-4.25
2011_10_03_drive_0027_sync_0000000899,0,0,0,0.69,-2.99,0
2011_09_26_drive_0014_sync_0000000247,0.34,0,0.29,0,4.62,2.32
2011_09_26_drive_0022_sync_0000000495,-0.14,-0.15,0,0,4.2,-2.19
2011_09_26_drive_0104_sync_0000000141,-0.33,0.45,0,3.62,2.79,-2.13
2011_09_26_drive_0095_sync_0000000267,0,0,0,-4.46,0,0
2011_09_26_drive_0101_sync_0000000804,-0.25,0,-0.47,0,1.38,0
2011_09_26_drive_0087_sync_0000000203,0.2,-0.27,0,1.12,0,3.7
2011_09_26_drive_0084_sync_0000000194,0,0,-0.41,3.62,3.27,0
2011_09_26_drive_0096_sync_0000000269,0.14,0,0,0,0,0
2011_09_26_drive_0084_sync_0000000031,-0.32,0.38,0,-3.38,-3.88,3.88
2011_10_03_drive_0047_sync_0000000664,0,0,-0.25,0,0.89,0
2011_09_26_drive_0005_sync_0000000044,-0.44,0.44,0,0,0.71,3.82
2011_10_03_drive_0027_sync_0000002795,0.3,0,-0.16,-3.13,-1.23,4.17
2011_09_26_drive_0056_sync_0000000254,0,0,0,4.13,0,0
2011_09_26_drive_0057_sync_0000000082,-0.36,0,0.24,-3.35,1.38,0.71
2011_09_26_drive_0036_sync_0000000652,0,-0.18,0,0,0.77,0
2011_09_26_drive_0070_sync_0000000277,0,-0.4,0,0,0,0
2011_09_26_drive_0023_sync_0000000189,0,0.3,0,-2.7,0,-2.29
2011_10_03_drive_0027_sync_0000003137,0,0,0,3.71,-3.42,0
2011_10_03_drive_0027_sync_0000002552,0,0,0,0,-2.8,0
2011_09_26_drive_0087_sync_0000000648,0,0.26,0,0,0,0
2011_09_26_drive_0093_sync_0000000016,0,-0.31,0,2.9,-3.23,0
2011_09_26_drive_0019_sync_0000000199,0,0.17,0,2.34,2.21,3.96
2011_10_03_drive_0027_sync_0000000793,0,-0.45,0,-3.77,0,0
2011_09_26_drive_0087_sync_0000000310,0,-0.43,0.17,0,0,0
2011_10_03_drive_0027_sync_0000002356,-0.14,0,0.22,0,2.54,-3.19
2011_09_26_drive_0093_sync_0000000132,0,-0.46,0,-4.65,4.26,-2.46
2011_09_26_drive_0101_sync_0000000003,0,0.48,0,0,0,0
2011_09_26_drive_0101_sync_0000000406,0,-0.13,-0.16,4.47,-3.02,-1.53
2011_10_03_drive_0027_sync_0000002736,0.34,0.32,0,-2.97,2.93,-3.98
2011_09_26_drive_0039_sync_0000000183,0.45,-0.19,-0.25,0,0,-4.64
2011_09_26_drive_0022_sync_0000000788,0.34,-0.27,-0.39,3.67,4.53,0
2011_09_26_drive_0036_sync_0000000324,-0.11,0.4,0.45,0,-1.6,1.07
2011_09_26_drive_0036_sync_0000000313,0,0,0,1.8,0,0
2011_10_03_drive_0027_sync_0000004290,0.3,-0.35,0,0,0,0
2011_09_26_drive_0096_sync_0000000043,0,0,0,0,0,2.75
2011_09_26_drive_0087_sync_0000000141,-0.11,0,-0.22,0,0,-1.21
2011_09_26_drive_0087_sync_0000000694,0,0,0,0,3.21,0
2011_10_03_drive_0047_sync_0000000795,0.25,0.14,0.39,0.6,3.02,0
2011_09_26_drive_0101_sync_0000000599,0,0,0,0,0,-2.95
2011_10_03_drive_0047_sync_0000000685,-0.21,0.48,0.11,0,0,0
2011_10_03_drive_0027_sync_0000000523,0,0,0.36,0,0,-0.8
2011_10_03_drive_0027_sync_0000003603,0.34,0.27,-0.34,0,0,-3.77
2011_09_26_drive_0061_sync_0000000466,0,0.23,0.47,-1.63,0,-3.88
2011_09_26_drive_0087_sync_0000000182,-0.33,-0.31,0.25,4.83,4.58,0
2011_10_03_drive_0027_sync_0000004324,0,0,0.36,-3.36,0,1.95
2011_09_26_drive_0084_sync_0000000020,0.47,0.42,0,2.21,2.51,2.98
2011_09_26_drive_0036_sync_0000000710,-0.23,0.37,0,0,-3.19,-1.19
2011_09_26_drive_0093_sync_0000000246,0.42,0.35,0.35,0,1.98,3.09
2011_09_26_drive_0096_sync_0000000152,0.17,0,0,-4.91,0,0
2011_10_03_drive_0027_sync_0000002246,0,-0.41,0.42,-4.93,-1.56,-3.43
2011_09_26_drive_0084_sync_0000000227,0.37,0,-0.43,-2.62,-3.53,3.04
2011_09_26_drive_0039_sync_0000000276,0.33,-0.48,0,-3.96,0,-1.81
2011_10_03_drive_0027_sync_0000004279,-0.26,0.16,0,0.97,3.26,0
2011_10_03_drive_0027_sync_0000003348,0.41,0,0,4.21,0,-2.86
2011_09_26_drive_0061_sync_0000000380,0.17,0.15,0.39,4.18,0,3.18
2011_09_26_drive_0101_sync_0000000931,0,-0.47,0,0,0,0
2011_10_03_drive_0027_sync_0000001466,0,0,0.46,0,0,0.73
2011_09_26_drive_0057_sync_0000000313,0.31,0,0.34,3.68,2.55,2.77
2011_10_03_drive_0042_sync_0000001127,0.18,-0.2,0,4.67,2.27,0.52
2011_09_26_drive_0091_sync_0000000034,0,0,0,-1.13,0,0
2011_09_26_drive_0022_sync_0000000449,0,-0.44,0,0,0,0
2011_10_03_drive_0027_sync_0000001800,0.25,-0.46,-0.3,1.21,1.98,0
2011_10_03_drive_0047_sync_0000000414,0,0.35,0,0,0,0
2011_10_03_drive_0042_sync_0000000050,-0.46,-0.35,0,3.88,3.05,4.21
2011_09_26_drive_0091_sync_0000000044,0,0,0,0,0,-3.3
2011_09_26_drive_0087_sync_0000000541,0.13,0,0,-2.95,0,0
2011_09_26_drive_0064_sync_0000000085,-0.4,0,-0.34,2.31,-0.73,-2.34
2011_09_26_drive_0087_sync_0000000539,0,0,0,-1.82,-2.93,0
2011_09_26_drive_0095_sync_0000000135,0.32,0,0.34,2.13,0,0
2011_10_03_drive_0027_sync_0000000627,0.11,-0.34,0.22,-2.72,-4.87,0
2011_10_03_drive_0027_sync_0000004187,0,-0.13,-0.48,-1.28,2.65,-4.28
2011_09_26_drive_0039_sync_0000000097,0.47,-0.39,0,-1.71,3.34,-2.43
2011_10_03_drive_0027_sync_0000001557,0.47,0.34,0,3.19,0,4.68
2011_10_03_drive_0042_sync_0000001048,-0.42,0,0,0,0.62,0
2011_09_26_drive_0101_sync_0000000362,-0.46,-0.41,0.43,-2.66,-3.09,0
2011_10_03_drive_0027_sync_0000000296,-0.47,0,0,0,0,0
2011_09_26_drive_0084_sync_0000000106,0,-0.21,-0.2,0,0,0
2011_09_26_drive_0093_sync_0000000206,-0.36,0.27,-0.19,0,-2.32,0
2011_09_26_drive_0036_sync_0000000438,0.36,0.31,0.46,0,4.09,1.42
2011_09_26_drive_0022_sync_0000000065,0,0.32,-0.34,-4.65,0,0
2011_10_03_drive_0042_sync_0000000046,-0.48,0.32,-0.28,0,-4.83,-3.64
2011_09_26_drive_0096_sync_0000000346,0,0,0.48,0,2.59,0
2011_10_03_drive_0027_sync_0000004015,-0.15,-0.42,-0.48,-2.45,-3.28,0
2011_09_26_drive_0086_sync_0000000368,0,-0.35,-0.15,-1.76,-0.54,3.44
2011_09_26_drive_0057_sync_0000000135,0.24,0.22,0.35,-4.05,0,3.16
2011_09_26_drive_0015_sync_0000000153,0.11,-0.48,0,-1.16,2.39,-0.91
2011_10_03_drive_0027_sync_0000002659,0,0.16,0.24,2.38,3.51,1.36
2011_10_03_drive_0027_sync_0000004520,-0.13,0.14,0.41,-2.59,0,1.77
2011_10_03_drive_0027_sync_0000001958,-0.17,0,0,-4.65,-4.33,1.01
2011_10_03_drive_0042_sync_0000000659,0,0,0,0,3.26,0
2011_09_26_drive_0023_sync_0000000026,0.26,-0.26,-0.47,3.14,0,4.94
2011_09_26_drive_0022_sync_0000000739,-0.34,0,-0.13,0,0,0
2011_09_26_drive_0113_sync_0000000003,0,-0.32,0,0,0,-1.5
2011_10_03_drive_0027_sync_0000003274,0.18,-0.41,0.31,2.59,0,-2.78
2011_09_26_drive_0064_sync_0000000525,0.44,0,0,0,-4.56,0
2011_10_03_drive_0027_sync_0000002787,0,0,0,0,0,2.67
2011_10_03_drive_0047_sync_0000000679,-0.36,0.34,0.14,3.89,-1.18,0
2011_09_26_drive_0019_sync_0000000388,0,-0.28,-0.1,0,0,0
2011_09_26_drive_0046_sync_0000000107,-0.46,0,-0.16,0,0,0
2011_09_26_drive_0014_sync_0000000163,0,0.35,-0.46,-3.07,0.62,0
2011_09_26_drive_0001_sync_0000000086,0,0,0,0,0,1.89
2011_09_26_drive_0036_sync_0000000175,0.46,0,0,0,0,0
2011_09_26_drive_0018_sync_0000000252,0.37,0,0.11,0,-2.46,0
2011_10_03_drive_0042_sync_0000000976,-0.28,-0.46,0,-1.42,2.37,0
2011_10_03_drive_0027_sync_0000004150,0,-0.31,0.16,0,3.51,0
2011_09_26_drive_0018_sync_0000000042,0,0,0,0.73,0.53,2.22
2011_10_03_drive_0027_sync_0000002737,0,0,-0.44,1.76,0.79,-3.03
2011_10_03_drive_0027_sync_0000004056,-0.1,0,0,2.07,0,-3.26
2011_09_26_drive_0056_sync_0000000187,0,0.2,0,0,0,0
2011_10_03_drive_0042_sync_0000000986,0,-0.12,-0.35,-2.37,-1.3,-4.65
2011_10_03_drive_0042_sync_0000000889,0,0,0.18,-1.21,-2.79,0
2011_10_03_drive_0047_sync_0000000202,-0.32,0.38,0.35,2.33,-1.86,0
2011_09_26_drive_0093_sync_0000000152,0.24,0.23,0,0,0,0
2011_09_26_drive_0061_sync_0000000637,0,0,0,0,2.48,0
2011_09_26_drive_0101_sync_0000000432,0,0,0.31,-4.74,-4.58,4.48
2011_09_26_drive_0061_sync_0000000156,0,0.31,0.15,0,0,0
2011_10_03_drive_0047_sync_0000000346,0.22,0.49,0.49,2.68,0,1.27
2011_10_03_drive_0027_sync_0000001403,0,0,0.44,0,0,0
2011_09_26_drive_0101_sync_0000000520,-0.17,0,0.34,-4.71,-2.81,3.43
2011_09_26_drive_0018_sync_0000000000,0,0,-0.12,4.18,-3.47,-2.08
2011_09_26_drive_0086_sync_0000000630,0.48,0,0,0,1.3,0
2011_09_26_drive_0023_sync_0000000472,0,0,0,0,-0.56,4.55
2011_10_03_drive_0027_sync_0000002797,0,-0.46,0.26,0.71,-3.19,0
2011_10_03_drive_0027_sync_0000000848,0.41,0.5,0.34,-4.01,4.5,0
2011_10_03_drive_0047_sync_0000000423,0,0.11,0,0,1.74,0
2011_09_26_drive_0039_sync_0000000279,0,-0.43,0.41,1.84,0,-4.91
2011_09_26_drive_0084_sync_0000000191,-0.21,-0.44,0,1.02,-4.45,4.15
2011_10_03_drive_0027_sync_0000003695,-0.36,0,0,0,0,0
2011_10_03_drive_0027_sync_0000000131,0,-0.14,-0.14,0,0,2.93
2011_09_26_drive_0070_sync_0000000088,-0.27,0,0.47,-3.33,2.8,0
2011_10_03_drive_0027_sync_0000003812,0.47,0.31,0,0,0,0
2011_09_26_drive_0051_sync_0000000307,0,0,0,1.65,0,0
2011_09_26_drive_0061_sync_0000000358,-0.11,0,0,0,0,0
2011_10_03_drive_0027_sync_0000001253,0,0,-0.47,0,0,0
2011_10_03_drive_0027_sync_0000004343,0,0,0,3.54,-3.5,0
2011_09_26_drive_0011_sync_0000000229,0,0,0,-2.23,-2.29,0
2011_09_26_drive_0027_sync_0000000059,0.44,-0.46,0,0,-1.57,0
2011_10_03_drive_0027_sync_0000003410,-0.33,-0.35,-0.43,0,-3.09,4.97
2011_09_26_drive_0057_sync_0000000299,0.35,0,0,4.59,-4.82,0
2011_09_26_drive_0018_sync_0000000024,-0.31,-0.41,0,2.52,0,0.62
2011_10_03_drive_0027_sync_0000002510,0.39,0,0,-1.78,0,0
2011_09_26_drive_0101_sync_0000000630,0,0.45,0,0,0,0
2011_09_26_drive_0059_sync_0000000219,0,0,0,0,0,3.58
2011_09_26_drive_0039_sync_0000000065,0,0.2,-0.35,0,3.94,0
2011_09_26_drive_0064_sync_0000000205,0,-0.28,0,0,0,0.87
2011_09_26_drive_0036_sync_0000000338,-0.46,0,-0.15,0,0,0
2011_09_26_drive_0061_sync_0000000377,-0.4,0.1,0,3.07,0.63,0
2011_09_26_drive_0059_sync_0000000123,0,0,0,0,-3.51,-0.53
2011_09_26_drive_0095_sync_0000000052,0,0,0,-1.05,0,0
2011_09_26_drive_0084_sync_0000000159,0,0,0,2.22,2.16,0
2011_09_26_drive_0104_sync_0000000005,0.48,-0.38,0.13,1.95,0,2.02
2011_09_26_drive_0023_sync_0000000428,0.24,0,0,0,0,0
2011_09_26_drive_0020_sync_0000000022,0.28,0.43,-0.25,-1.0,0,-4.89
2011_10_03_drive_0042_sync_0000001027,0,0,0,-2.66,0,-2.09
2011_10_03_drive_0042_sync_0000000097,-0.36,0,0.25,0,2.72,0.51
2011_09_26_drive_0095_sync_0000000043,0,0,-0.26,2.65,2.62,-4.48
2011_09_26_drive_0011_sync_0000000100,-0.33,0.45,0,-3.65,-2.89,-1.85
2011_09_26_drive_0101_sync_0000000558,0,0,0,0,-3.99,-0.78
2011_09_26_drive_0101_sync_0000000021,0,0,0,2.34,0,0
2011_09_26_drive_0023_sync_0000000321,0,-0.16,-0.49,0,0,0
2011_09_26_drive_0101_sync_0000000551,0,0.13,0.18,0,0.57,-3.27
2011_09_26_drive_0061_sync_0000000696,0.28,0.34,0.46,-4.13,1.51,0
2011_09_26_drive_0051_sync_0000000204,0,0,0.34,0.64,0,0
2011_09_26_drive_0084_sync_0000000078,0.14,0,0.49,-2.67,-3.47,-0.6
2011_10_03_drive_0027_sync_0000001755,0,0,0,0,-1.54,0
2011_09_26_drive_0086_sync_0000000611,0.41,0.26,0,0,0,0
2011_10_03_drive_0047_sync_0000000023,0,0,0,0,1.66,0
2011_09_26_drive_0036_sync_0000000513,0,0.37,0,0,-3.6,-3.05
2011_09_26_drive_0051_sync_0000000360,0,0,0.2,1.06,0.8,-2.67
2011_09_26_drive_0023_sync_0000000206,0,0,0,0,0,-3.33
2011_09_26_drive_0091_sync_0000000071,0,0.39,0.44,4.95,0,0
2011_09_26_drive_0014_sync_0000000212,0.18,0.23,0,1.34,2.91,4.21
2011_10_03_drive_0047_sync_0000000404,0,0,0,0,0,1.18
2011_09_26_drive_0039_sync_0000000317,0.14,0,-0.35,0,-2.33,0
2011_09_26_drive_0061_sync_0000000508,0,0,0,-3.34,3.76,-4.64
2011_09_26_drive_0028_sync_0000000107,-0.25,-0.24,-0.3,0,-3.69,-3.03
2011_09_26_drive_0061_sync_0000000062,0,0,0,1.97,-1.59,0
2011_10_03_drive_0042_sync_0000000932,0,-0.28,0,0,0,2.68
2011_10_03_drive_0042_sync_0000000359,0.41,0.17,0.22,0,0,2.71
2011_09_26_drive_0101_sync_0000000257,0.29,0.36,0,1.71,2.72,-4.73
2011_09_26_drive_0064_sync_0000000540,0,0,0,0,4.91,-4.25
2011_09_26_drive_0056_sync_0000000053,-0.29,0,0.16,4.8,-0.82,2.82
2011_10_03_drive_0027_sync_0000000929,0,0,0.47,-4.31,0,-1.1
2011_09_26_drive_0057_sync_0000000285,0.31,-0.19,0,2.4,-1.88,-3.08
2011_09_26_drive_0091_sync_0000000074,0.2,0.28,0,3.15,2.29,-0.82
2011_10_03_drive_0042_sync_0000000229,0,0.15,0.34,0,0,0
2011_09_26_drive_0056_sync_0000000116,-0.46,-0.4,0,3.59,0,0
2011_10_03_drive_0042_sync_0000000598,0,-0.24,0,0,0,-2.51
2011_09_26_drive_0036_sync_0000000611,0.42,0.35,0,4.4,0,4.38
2011_10_03_drive_0027_sync_0000001586,0.12,0,0,0.71,-1.33,1.32
2011_10_03_drive_0027_sync_0000000612,0,0,0,1.96,0,0
2011_09_26_drive_0022_sync_0000000766,0.25,0.18,0,-0.63,0,0
2011_09_26_drive_0093_sync_0000000101,0,0.3,0.16,0,0,0
2011_09_26_drive_0029_sync_0000000129,0.15,0,-0.13,2.56,0,-0.8
2011_10_03_drive_0027_sync_0000003321,-0.41,0,0.31,0,2.62,3.65
2011_09_26_drive_0087_sync_0000000217,-0.19,0.48,-0.35,0,-1.52,2.28
2011_09_26_drive_0104_sync_0000000106,0.28,-0.39,0.26,0.89,-3.69,0
2011_09_26_drive_0017_sync_0000000088,0,-0.17,0,0,0,0
2011_09_26_drive_0036_sync_0000000730,0,0,0,1.0,1.64,0
2011_09_26_drive_0017_sync_0000000095,0.3,-0.46,0.25,0,2.75,2.51
2011_09_26_drive_0027_sync_0000000031,-0.48,0,0,0,0,0
2011_10_03_drive_0027_sync_0000003061,0,-0.29,0,4.85,0,3.48
2011_10_03_drive_0027_sync_0000000260,0,0,0.39,0,0,0
2011_09_26_drive_0023_sync_0000000257,0,0,0,0,-2.97,0
2011_10_03_drive_0027_sync_0000002491,0,0,0,3.13,-4.05,2.94
2011_09_26_drive_0017_sync_0000000079,0,0,0,2.28,3.9,0
2011_09_26_drive_0015_sync_0000000094,0,0.38,0,0,-1.44,0
2011_10_03_drive_0047_sync_0000000445,0,0,0.29,0,0,0
2011_10_03_drive_0027_sync_0000001036,0,0,0.24,-1.93,0,0
2011_10_03_drive_0027_sync_0000000154,0,0,0.44,0,-2.13,-2.94
2011_10_03_drive_0042_sync_0000000589,-0.39,-0.33,0,0,3.55,0
2011_10_03_drive_0042_sync_0000000820,0,0,0,-2.7,0,-4.17
2011_09_26_drive_0084_sync_0000000046,-0.44,-0.47,0,-0.58,-1.8,0
2011_10_03_drive_0027_sync_0000002406,0.43,0.17,0,0,3.16,0
2011_09_26_drive_0017_sync_0000000013,0.22,0,0,0,0,0
2011_09_26_drive_0057_sync_0000000110,-0.11,0.12,-0.46,0,-3.12,0
